Isoelectric Point,Molecular Weight (Da),Product Concentration (mg/ml),pH,KCl Concentration,Fructose Concentration,Succinate Concentration,L-Lysine Concentration,Mannitol Concentration,PS50 Concentration,PS80 Concentration,Citrate Concentration,Protein Format Doppelmab,Protein Format IGG3,Protein Format IGG4,Protein Format Knob-Hole,Protein Format Nano MB,output,timestamp
6,708000,258,6.1,24,67,0,67,0,0.3,0,11.8,0,1,0,0,0,Predicted Tm (°C): 150.91,2025-06-20 17:50:09.549048
